category,features
'Breakfast restaurant' - North Carolina - Biscuitville,"North Carolina, 36.0776839, -79.275545, Drive-through, Dine-in, Delivery, Wheelchair-accessible car park, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family friendly"
'Breakfast restaurant' - North Carolina - Waffle House,"North Carolina, 35.2875328, -80.7607373, Takeaway, Dine-in, Delivery, Wheelchair-accessible car park, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Breakfast restaurant' - North Carolina - Creedmoor Cafe,"North Carolina, 35.9001007, -78.6822409, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - Georgia - Mr Biscuit,"Georgia, 34.796002, -84.995813, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Tourists"
'Breakfast restaurant' - South Carolina - Millstone Biscuit Co,"South Carolina, 33.5878929, -79.0087726, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Tourists"
'Tex-Mex restaurant' - Texas - El Chaparro Mexican Bar & Grill The Woodlands,"Texas, 30.2101484, -95.5273852, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Tex-Mex restaurant' - Texas - Garcia's TexMex BBQ Restaurant,"Texas, 34.4744524, -101.2995092, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Tex-Mex restaurant' - Texas - The New Vasquez Restaurant,"Texas, 29.205155, -99.796871, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Tex-Mex restaurant' - Texas - Chili's Grill & Bar,"Texas, 31.8943102, -102.332026, Curbside pickup, Delivery, Takeaway, Wheelchair-accessible entrance, Coffee, Comfort food, Happy-hour food, Good for kids, Casual, Groups"
'Tex-Mex restaurant' - Texas - El Rancho,"Texas, 35.819211, -101.4426491, Curbside pickup, Drive-through, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Tex-Mex restaurant' - North Carolina - Superica Strawberry Hill,"North Carolina, 35.1562574, -80.79471699999999, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Florida - EL CAMION DEL TACO,"Florida, 25.7330958, -80.34400099999999, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Breakfast restaurant' - Mississippi - Waffle House,"Mississippi, 34.9305863, -88.54412649999999, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, College students"
'Breakfast restaurant' - Alabama - Waffle House,"Alabama, 33.6030558, -86.2830352, Takeaway, Dine-in, Delivery, Wheelchair-accessible car park, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Breakfast restaurant' - Louisiana - Waffle House,"Louisiana, 29.9796932, -90.2353316, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, College students"
'Breakfast restaurant' - Texas - Cheli's Cafe,"Texas, 28.7017579, -96.2226632, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Breakfast restaurant' - Alabama - Brick & Spoon - Tuscaloosa,"Alabama, 33.2111633, -87.56811429999999, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Breakfast restaurant' - Arkansas - Main Street Cafe,"Arkansas, 35.247574199999995, -91.7536339, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - California - Jose Chiquito,"California, 34.0506511, -118.2486879, Delivery, Takeout, Dine-in, Wheelchair accessible elevator, Coffee, Comfort food, Quick bite, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - California - Venus solano,"California, 37.8916828, -122.2775765, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Family-friendly"
'Breakfast restaurant' - South Carolina - 10/Fold Biscuits,"South Carolina, 33.7194472, -78.8520958, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - North Carolina - Bagel king and donuts,"North Carolina, 34.3103127, -77.8783071, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - Tennessee - Birdie's Breakfast & Lunch Shop,"Tennessee, 35.966888399999995, -86.6758499, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, No"
"'Breakfast restaurant' - California - Snooze, an A.M. Eatery","California, 33.5543078, -117.6852636, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Breakfast restaurant' - Mississippi - D'Cracked Egg,"Mississippi, 34.2567744, -88.7050088, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Breakfast restaurant' - North Carolina - First Watch,"North Carolina, 35.95472, -78.99257, No-contact delivery, Delivery, Takeaway, Wheelchair-accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family friendly"
'Breakfast restaurant' - Arizona - Village Inn,"Arizona, 33.465423, -112.275038, Curbside pickup, Delivery, Takeaway, Wheelchair-accessible car park, Coffee, Comfort food, Healthy options, Gender-neutral toilets, Casual, Family friendly"
'Breakfast restaurant' - California - Petite Madeline Bakery,"California, 33.1965732, -117.3802648, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Breakfast restaurant' - Florida - Just Love Coffee Cafe - Clermont,"Florida, 28.5460605, -81.7271188, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - Arkansas - First Watch,"Arkansas, 36.31706, -94.1873, No-contact delivery, Delivery, Takeaway, Wheelchair-accessible car park, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family friendly"
'Breakfast restaurant' - Texas - First Watch,"Texas, 29.518316, -98.50632, No-contact delivery, Delivery, Takeaway, Wheelchair-accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family friendly"
'Mexican restaurant' - Arizona - Filibertos Mexican Food,"Arizona, 33.3789304, -112.010982, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Kids' menu, Late-night food, Good for kids, Casual, College students"
'Mexican restaurant' - Texas - Chycho Mexican Food,"Texas, 30.0143745, -95.4490342, Takeout, Delivery, No, Wheelchair accessible entrance, Coffee, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - New Mexico - Sanchez Taco Truck I,"New Mexico, 35.0744135, -106.5575097, Curbside pickup, Takeout, Delivery, No, Comfort food, Late-night food, Quick bite, Good for kids, Casual, Groups"
'Tex-Mex restaurant' - Texas - Asadero,"Texas, 30.3112461, -95.464176, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Texas - Janie’s Cafe #2,"Texas, 26.1677013, -98.0366466, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Georgia - Willy's,"Georgia, 33.9229791, -84.4674035, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, College students"
'American restaurant' - North Carolina - Winslow's Hideaway,"North Carolina, 35.1130174, -83.0998998, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'American restaurant' - California - Double Take,"California, 34.0602052, -118.43749, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'American restaurant' - South Carolina - Earth Cafe,"South Carolina, 33.7164237, -78.8571527, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
"'American restaurant' - Georgia - Whistlin’ Dixie Custom Framing, Unique Gifts & Cafe","Georgia, 30.8306972, -82.0095273, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'American restaurant' - Oklahoma - Olde Orchard Restaurant,"Oklahoma, 35.5062138, -97.7481408, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'American restaurant' - Alabama - Ms. J's Cafe and Catering,"Alabama, 33.1020944, -87.6799056, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'American restaurant' - Texas - Red Balloon Cafe,"Texas, 29.8052095, -95.5628078, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'American restaurant' - South Carolina - SUN N SANDS RESTAURANT & BAR,"South Carolina, 33.7580659, -78.7932412, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Tortas Ahogadas El Gallito,"California, 32.6148788, -117.0828328, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
"'Breakfast restaurant' - South Carolina - Johnny D's Waffles and Benedicts, North Myrtle Beach","South Carolina, 33.8023875, -78.7289426, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Breakfast restaurant' - California - Proud Mary's Restaurant,"California, 33.459397, -117.692475, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Breakfast restaurant' - Georgia - The Original Pancake House,"Georgia, 33.7939672, -84.22635369999999, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Breakfast restaurant' - Florida - First Watch,"Florida, 30.53286, -87.227875, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family friendly"
'Breakfast restaurant' - Florida - Oh Biscuit,"Florida, 28.1291403, -80.6324155, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible car park, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Breakfast restaurant' - North Carolina - Famous Toastery of Indian Land,"North Carolina, 34.998393, -80.8563205, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
"'Breakfast restaurant' - Arizona - Snooze, an A.M. Eatery","Arizona, 33.3554672, -111.7899593, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'Breakfast restaurant' - Florida - Maple Street Biscuit Company- UTC,"Florida, 27.3908385, -82.45430329999999, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Breakfast restaurant' - California - Solano Junction,"California, 37.8911078, -122.2875882, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family friendly"
'Breakfast restaurant' - Arizona - The Local,"Arizona, 34.5457768, -112.4752484, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Tourists"
'Breakfast restaurant' - Tennessee - The Waffle Taco,"Tennessee, 36.044512, -86.66336059999999, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - Florida - Maple Street Biscuit Company- Tioga,"Florida, 29.655842, -82.479708, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Breakfast restaurant' - Arizona - The Broken Yolk Cafe,"Arizona, 32.6981077, -114.602638, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Breakfast restaurant' - Florida - The New Lighthouse Caffe,"Florida, 26.054197, -80.179628, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - Florida - Edgewood Diner,"Florida, 30.312309, -81.718514, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Alcohol, Beer, Coffee, Good for kids, No, Family friendly"
'Breakfast restaurant' - South Carolina - Toast,"South Carolina, 32.7795283, -79.9315046, Curbside pickup, No-contact delivery, Delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Breakfast restaurant' - California - The Broken Yolk Cafe,"California, 33.8463679, -117.9974934, Outdoor seating, No-contact delivery, Delivery, Wheelchair accessible entrance, Alcohol, Coffee, Comfort food, Good for kids, Casual, Family-friendly"
'Breakfast restaurant' - Arizona - Slim Thick Cafe,"Arizona, 33.3352996, -111.9117346, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, College students"
'Breakfast restaurant' - Arizona - Culture Clash Greek Yogurt,"Arizona, 33.3201578, -111.7547401, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, College students"
'Mexican restaurant' - California - Paco's Tacos,"California, 33.8296109, -117.9408382, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Chinese restaurant' - North Carolina - Good Harvest,"North Carolina, 35.7632965, -78.74791499999999, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, All you can eat, Comfort food, Healthy options, Good for kids, Casual, College students"
'Mexican restaurant' - South Carolina - Fiesta Grande,"South Carolina, 34.456058299999995, -81.8805015, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - New Mexico - La Carreta Restaurant,"New Mexico, 35.528076, -108.713747, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Texas - Taqueria Santa Rosa,"Texas, 32.6262708, -97.2000441, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - North Carolina - Rosa de Saron Mexican Taqueria,"North Carolina, 35.7293548, -81.3810196, Delivery, Takeout, Dine-in, Wheelchair accessible parking lot, Coffee, Healthy options, Quick bite, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Florida - “Tacos El Patrón” Mexican Food Truck,"Florida, 28.3449499, -82.21863909999999, Takeout, Delivery, No, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'American restaurant' - North Carolina - The Lighthouse Grill,"North Carolina, 35.4162909, -78.9535689, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'American restaurant' - Oklahoma - Fishes -n- Loaves,"Oklahoma, 35.0761933, -98.2456701, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'American restaurant' - Georgia - Padgett's Country Kitchen,"Georgia, 33.7255185, -82.7126006, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'American restaurant' - Texas - Irma's,"Texas, 29.0396556, -98.5763297, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'American restaurant' - Tennessee - Heritage Tavern & Kitchen,"Tennessee, 35.1029163, -89.8574768, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'American restaurant' - Arkansas - So Restaurant Bar,"Arkansas, 34.762617299999995, -92.331305, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'American restaurant' - Alabama - Lulu's Country Kitchen,"Alabama, 33.3122756, -85.4836637, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Texas - Taqueria Jasmin,"Texas, 29.6651847, -95.2755524, Takeout, Delivery, No, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - New Mexico - Foodtopia Restaurant,"New Mexico, 35.0846595, -106.651123, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - North Carolina - Las Margaritas Mexican Restaurant,"North Carolina, 35.1958392, -80.7686482, Curbside pickup, Delivery, Takeaway, Wheelchair-accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Texas - Taqueria Allende Homestyle Mexican Food,"Texas, 29.4963124, -98.2009659, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Tacos El Gavilan,"California, 34.0977289, -118.3438587, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Georgia - Thai Orchid Restaurant,"Georgia, 32.5306553, -84.9564994, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Healthy options, Quick bite, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Mississippi - Jack’s,"Mississippi, 32.3347473, -89.140213, Drive-through, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Tennessee - Snowie Shaved Ice,"Tennessee, 36.5554385, -87.39553149999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Kids' menu, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - South Carolina - Arby's,"South Carolina, 34.6960643, -81.1919953, Drive-through, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Fast food restaurant' - Arkansas - Arby's,"Arkansas, 35.2166552, -94.2705837, Drive-through, Takeout, Delivery, Wheelchair accessible entrance, Alcohol, Kids' menu, Late-night food, Gender-neutral restroom, Casual, Groups"
'Fast food restaurant' - Mississippi - Sonic Drive-In,"Mississippi, 34.145839599999995, -89.635025, Curbside pickup, Takeout, Delivery, Wheelchair accessible entrance, Alcohol, Late-night food, Quick bite, Good for kids, Casual, No"
'Mexican restaurant' - South Carolina - Las Cascadas,"South Carolina, 34.2077952, -82.17438, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - Arkansas - Paisanos Taqueria,"Arkansas, 36.3355437, -93.4334313, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - North Carolina - La Fuente Mexican Restaurant,"North Carolina, 35.0556831, -77.7451324, Takeout, Dine-in, Delivery, Wheelchair accessible restroom, Beer, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Arkansas - El Alamo Mexican Grill,"Arkansas, 34.673110099999995, -92.3446422, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - Arkansas - Mana Cabana Taqueria,"Arkansas, 36.1765666, -94.2187992, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - Florida - Azteca d'Oro West Colonial,"Florida, 28.5511993, -81.4814926, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Mexican restaurant' - Texas - Las Flamas Mexican Kitchen,"Texas, 32.9386775, -96.7493365, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'American restaurant' - California - Diggery Inn,"California, 37.8071721, -122.2223277, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'American restaurant' - California - Comoncy,"California, 34.0726448, -118.3681285, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, No"
'Fast food restaurant' - Alabama - Jack's,"Alabama, 33.6692713, -85.82713249999999, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Kids' menu, Quick bite, Good for kids, Casual, Family friendly"
'Fast food restaurant' - Arizona - Arby's,"Arizona, 33.4502615, -111.7184342, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Alcohol, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Louisiana - Sonic Drive-In,"Louisiana, 30.443219, -91.1794583, Curbside pickup, Delivery, Takeout, Wheelchair accessible restroom, Alcohol, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Arizona - Freddy's Frozen Custard & Steakburgers,"Arizona, 33.4613933, -112.3588074, Outdoor seating, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Florida - Taco Bell,"Florida, 29.2182088, -81.0473442, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
'Fast food restaurant' - Florida - Chick-fil-A,"Florida, 29.1102963, -81.0267758, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Fast food restaurant' - Florida - Pao Pao Fast Food,"Florida, 25.6558081, -80.407719, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Gender-neutral restroom, Casual, Family-friendly"
'Fast food restaurant' - Texas - Earth Burger,"Texas, 29.5185445, -98.4501282, Curbside pickup, Delivery, Drive-through, Wheelchair accessible entrance, Healthy options, Kids' menu, Quick bite, Gender-neutral restroom, Casual, Family-friendly"
'Fast food restaurant' - Florida - Krystal,"Florida, 28.055352, -81.94998799999999, Curbside pickup, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - California - Sonic Drive-In,"California, 36.6965695, -121.668216, Curbside pickup, Delivery, Takeaway, Wheelchair-accessible car park, Alcohol, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Alabama - Wendy's,"Alabama, 32.9587673, -87.1718188, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
'Fast food restaurant' - California - Jack in the Box,"California, 33.7117681, -118.0635363, No-contact delivery, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
'Fast food restaurant' - Oklahoma - Steak & Bake Restaurant & Food Truck,"Oklahoma, 36.0180778, -95.9051666, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Arizona - SUSHI-TO,"Arizona, 33.4962227, -112.1485171, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Italian restaurant' - Florida - Ava,"Florida, 27.9362185, -82.4828517, Outdoor seating, Delivery, Takeaway, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Groups"
'Italian restaurant' - California - Anthony's Italian Cuisine,"California, 38.6119046, -121.4957292, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - South Carolina - YoBo Cantina Fresca,"South Carolina, 32.7770593, -79.9744855, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'Mexican restaurant' - South Carolina - Sabor Latino Bar and Grill,"South Carolina, 34.746212799999995, -81.0307732, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Bar onsite, Casual, Family-friendly"
'Mexican restaurant' - Arizona - La Doña,"Arizona, 32.6698891, -114.4200707, Takeaway, Dine-in, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Un Big Burrito,"California, 34.1941437, -118.4497485, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, No"
'Mexican restaurant' - Texas - El Pabis Barbacoa,"Texas, 31.7077535, -106.3152225, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'American restaurant' - Georgia - Cracker Barrel Old Country Store,"Georgia, 33.0409039, -84.9727329, Curbside pickup, Delivery, Takeaway, Wheelchair-accessible car park, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'American restaurant' - Louisiana - Zora Christina Catering,"Louisiana, 30.0734952, -90.507511, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Taqueria Gonzalez,"California, 36.1441173, -120.3565925, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Tennessee - Senor Fajita's,"Tennessee, 36.6000082, -86.7158029, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Fast food restaurant' - Arizona - Chick-fil-A,"Arizona, 33.6112211, -112.1866555, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Groups"
